Suburb,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,BuildingArea,CouncilArea,Regionname,Propertycount,StreetType,WeekdaySale,Weekend,MonthSale,AgeBuilding,MeanRoomsArea
Black Rock,4,h,S,hockingstuart,2017-08-12,17.3,3193,4,2,2,126.0,Bayside,Southern Metropolitan,2866,Ct,5,1,8,47,12.6
Blackburn,3,h,S,Noel,2017-08-12,13.4,3130,3,1,2,124.0,Whitehorse,Eastern Metropolitan,5713,Rd,5,1,8,60,17.714285714285715
Blackburn North,4,h,PI,Jellis,2017-08-12,13.4,3130,4,2,2,161.0,Whitehorse,Eastern Metropolitan,2867,Rd,5,1,8,52,16.1
Blackburn South,3,h,SA,Fletchers,2017-08-12,13.4,3130,3,1,2,126.0,Whitehorse,Eastern Metropolitan,4387,St,5,1,8,47,18.0
Boronia,4,t,PI,Barry,2017-08-12,25.0,3155,4,2,2,126.0,Knox,Eastern Metropolitan,9704,Rd,5,1,8,47,12.6
Box Hill,3,h,PI,other,2017-08-12,10.9,3128,3,1,1,126.0,Whitehorse,Eastern Metropolitan,4605,St,5,1,8,47,18.0
Box Hill,2,t,PI,McGrath,2017-08-12,10.9,3128,2,2,1,126.0,Whitehorse,Eastern Metropolitan,4605,Rd,5,1,8,5,21.0
Briar Hill,3,h,S,Buckingham,2017-08-12,16.1,3088,3,1,2,183.0,Banyule,Eastern Metropolitan,1390,Av,5,1,8,55,26.142857142857142
Brighton,5,h,VB,Buxton,2017-08-12,10.5,3186,5,3,2,826.8367,Bayside,Southern Metropolitan,10579,Av,5,1,8,47,63.60282307692307
Brighton,3,h,VB,RT,2017-08-12,10.5,3186,3,2,1,126.0,Bayside,Southern Metropolitan,10579,St,5,1,8,47,15.75
Brighton,3,u,S,Biggin,2017-08-12,10.5,3186,3,1,2,126.0,Bayside,Southern Metropolitan,10579,St,5,1,8,47,18.0
Brighton,4,h,PI,Buxton,2017-08-12,10.5,3186,4,4,4,465.0,Bayside,Southern Metropolitan,10579,St,5,1,8,6,38.75
Brighton,4,h,SP,Marshall,2017-08-12,10.5,3186,4,2,1,175.0,Bayside,Southern Metropolitan,10579,Av,5,1,8,109,17.5
Brighton East,4,h,PI,Hodges,2017-08-12,10.3,3187,4,2,4,126.0,Bayside,Southern Metropolitan,6938,St,5,1,8,47,12.6
Brighton East,4,h,S,Nick,2017-08-12,10.3,3187,4,2,2,126.0,Bayside,Southern Metropolitan,6938,Rd,5,1,8,47,12.6
Brighton East,3,h,S,Buxton,2017-08-12,10.3,3187,3,1,2,126.0,Bayside,Southern Metropolitan,6938,Rd,5,1,8,47,18.0
Brighton East,3,h,SP,Buxton,2017-08-12,10.3,3187,3,1,2,181.0,Bayside,Southern Metropolitan,6938,Rd,5,1,8,97,25.857142857142858
Brighton East,2,u,S,Hodges,2017-08-12,10.3,3187,2,1,2,106.0,Bayside,Southern Metropolitan,6938,St,5,1,8,47,21.2
Broadmeadows,3,h,S,YPA,2017-08-12,14.0,3047,3,1,1,126.0,Hume,Northern Metropolitan,4294,St,5,1,8,47,18.0
Broadmeadows,3,h,S,Ray,2017-08-12,14.0,3047,3,1,4,100.0,Hume,Northern Metropolitan,4294,St,5,1,8,57,14.285714285714286
Brunswick,3,h,S,Nelson,2017-08-12,5.2,3056,3,1,1,91.0,Moreland,Northern Metropolitan,11918,St,5,1,8,107,13.0
Brunswick East,3,h,S,Nelson,2017-08-12,4.0,3057,3,1,3,126.0,Moreland,Northern Metropolitan,5533,St,5,1,8,47,18.0
Brunswick West,4,h,VB,Jellis,2017-08-12,5.2,3055,4,2,3,256.0,Moreland,Northern Metropolitan,7082,St,5,1,8,20,25.6
Bulleen,4,h,S,Jellis,2017-08-12,10.8,3105,4,3,4,320.0,Manningham,Eastern Metropolitan,4480,Ct,5,1,8,19,29.09090909090909
Bulleen,3,h,S,Jellis,2017-08-12,10.8,3105,3,1,3,126.0,Manningham,Eastern Metropolitan,4480,St,5,1,8,47,18.0
Bulleen,4,h,S,Barry,2017-08-12,10.8,3105,4,2,2,126.0,Manningham,Eastern Metropolitan,4480,other,5,1,8,47,12.6
Bullengarook,3,h,S,other,2017-08-12,45.9,3437,3,1,0,126.0,Macedon Ranges,Northern Victoria,249,other,5,1,8,47,18.0
Bundoora,4,t,S,other,2017-08-12,12.1,3083,4,2,1,152.0,Whittlesea,Northern Metropolitan,10175,Av,5,1,8,27,15.2
Bundoora,3,h,S,Ray,2017-08-12,12.1,3083,3,1,2,126.0,Whittlesea,Northern Metropolitan,10175,Ct,5,1,8,47,18.0
Bundoora,4,h,S,Barry,2017-08-12,12.1,3083,4,1,2,130.0,Whittlesea,Northern Metropolitan,10175,Dr,5,1,8,37,14.444444444444445
Bundoora,2,t,S,Barry,2017-08-12,12.1,3083,2,1,2,90.0,Darebin,Northern Metropolitan,10175,other,5,1,8,22,18.0
Bundoora,4,h,S,Barry,2017-08-12,12.1,3083,4,2,2,126.0,Whittlesea,Northern Metropolitan,10175,Dr,5,1,8,47,12.6
Bundoora,4,h,S,Ray,2017-08-12,12.1,3083,4,2,2,366.0,Whittlesea,Northern Metropolitan,10175,Dr,5,1,8,17,36.6
Burwood,3,h,S,McGrath,2017-08-12,10.4,3125,3,1,3,126.0,Whitehorse,Southern Metropolitan,5678,St,5,1,8,47,18.0
Burwood,4,h,SA,Fletchers,2017-08-12,10.4,3125,4,2,1,196.0,Whitehorse,Southern Metropolitan,5678,St,5,1,8,67,19.6
Burwood,4,h,S,other,2017-08-12,10.4,3125,4,2,2,126.0,Whitehorse,Southern Metropolitan,5678,St,5,1,8,47,12.6
Burwood East,2,u,SP,Jellis,2017-08-12,14.7,3151,2,1,2,126.0,Whitehorse,Eastern Metropolitan,4048,Av,5,1,8,47,25.2
Cairnlea,3,h,PI,Bells,2017-08-12,14.8,3023,3,2,1,126.0,Brimbank,Western Metropolitan,2674,Ct,5,1,8,47,15.75
Camberwell,3,h,SP,Marshall,2017-08-12,7.7,3124,3,2,2,126.0,Boroondara,Southern Metropolitan,8920,Pde,5,1,8,47,15.75
Camberwell,2,u,S,Marshall,2017-08-12,7.7,3124,2,2,1,126.0,Boroondara,Southern Metropolitan,8920,Av,5,1,8,47,21.0
Camberwell,5,h,S,Marshall,2017-08-12,7.7,3124,5,4,2,126.0,Boroondara,Southern Metropolitan,8920,St,5,1,8,47,9.0
Canterbury,4,h,S,Noel,2017-08-12,8.4,3126,4,2,4,126.0,Boroondara,Southern Metropolitan,3265,St,5,1,8,47,12.6
Canterbury,4,h,SA,Kay,2017-08-12,8.4,3126,4,2,2,275.0,Boroondara,Southern Metropolitan,3265,St,5,1,8,11,27.5
Canterbury,4,h,VB,Jellis,2017-08-12,8.4,3126,4,2,3,126.0,Boroondara,Southern Metropolitan,3265,St,5,1,8,47,12.6
Carnegie,3,h,S,Gary,2017-08-12,10.1,3163,3,1,2,126.0,Glen Eira,Southern Metropolitan,7822,Gr,5,1,8,47,18.0
Caroline Springs,4,h,S,Barry,2017-08-12,14.8,3023,4,2,2,307.0,Melton,Western Metropolitan,7719,other,5,1,8,5,30.7
Carrum,3,u,S,Buxton,2017-08-12,31.2,3197,3,2,2,126.0,Kingston,South-Eastern Metropolitan,1989,Av,5,1,8,47,15.75
Carrum Downs,3,h,S,O'Brien,2017-08-12,34.9,3201,3,2,2,147.0,Frankston,South-Eastern Metropolitan,8060,Ct,5,1,8,29,18.375
Caulfield,2,h,S,Gary,2017-08-12,8.7,3162,2,1,0,126.0,Glen Eira,Southern Metropolitan,2379,St,5,1,8,47,25.2
Caulfield North,4,h,PI,Marshall,2017-08-12,7.8,3161,4,2,2,176.0,Glen Eira,Southern Metropolitan,6923,Rd,5,1,8,117,17.6
Chadstone,4,h,S,Woodards,2017-08-12,11.7,3148,4,2,1,131.0,Monash,Southern Metropolitan,3582,Av,5,1,8,57,13.1
Chadstone,5,h,S,McGrath,2017-08-12,11.7,3148,5,2,2,126.0,Monash,Southern Metropolitan,3582,Ct,5,1,8,17,10.5
Cheltenham,3,h,S,O'Brien,2017-08-12,17.9,3192,3,2,2,126.0,Kingston,Southern Metropolitan,9758,St,5,1,8,57,15.75
Cheltenham,4,h,PI,Barry,2017-08-12,17.9,3192,4,2,4,190.0,Bayside,Southern Metropolitan,9758,Rd,5,1,8,57,19.0
Cheltenham,3,h,S,Barry,2017-08-12,17.9,3192,3,2,1,126.0,Kingston,Southern Metropolitan,9758,Av,5,1,8,67,15.75
Chirnside Park,3,h,SP,Barry,2017-08-12,27.1,3116,3,2,2,126.0,Yarra Ranges,Eastern Victoria,3789,Dr,5,1,8,47,15.75
Clarinda,4,h,S,Woodards,2017-08-12,17.5,3169,4,2,2,625.0,Kingston,South-Eastern Metropolitan,2727,Av,5,1,8,67,62.5
Clayton,4,h,SP,Ray,2017-08-12,16.7,3168,4,1,1,96.0,Monash,South-Eastern Metropolitan,5837,St,5,1,8,57,10.666666666666666
Clayton,3,h,S,Nelson,2017-08-12,16.7,3168,3,1,1,218.0,Monash,South-Eastern Metropolitan,5837,Dr,5,1,8,47,31.142857142857142
Clifton Hill,2,h,S,Collins,2017-08-12,3.6,3068,2,1,0,126.0,Yarra,Northern Metropolitan,2954,St,5,1,8,47,25.2
Collingwood,2,u,S,Jellis,2017-08-12,2.0,3066,2,1,1,60.0,Yarra,Northern Metropolitan,4553,St,5,1,8,42,12.0
Craigieburn,4,h,S,Ray,2017-08-12,20.6,3064,4,2,2,207.0,Hume,Northern Metropolitan,15510,Rd,5,1,8,5,20.7
Craigieburn,4,h,S,YPA,2017-08-12,20.6,3064,4,2,2,222.0,Hume,Northern Metropolitan,15510,Pl,5,1,8,16,22.2
Craigieburn,4,h,SP,Stockdale,2017-08-12,20.6,3064,4,2,2,171.0,Hume,Northern Metropolitan,15510,Rd,5,1,8,7,17.1
Craigieburn,3,h,SP,Stockdale,2017-08-12,20.6,3064,3,2,6,160.0,Hume,Northern Metropolitan,15510,Ct,5,1,8,22,20.0
Craigieburn,4,h,S,other,2017-08-12,20.6,3064,4,2,2,126.0,Hume,Northern Metropolitan,15510,Cr,5,1,8,3,12.6
Cranbourne,3,h,S,Ray,2017-08-12,34.7,3977,3,2,2,126.0,Casey,South-Eastern Metropolitan,7680,Dr,5,1,8,47,15.75
Croydon,3,h,SP,Fletchers,2017-08-12,23.0,3136,3,2,2,150.0,Maroondah,Eastern Metropolitan,11925,Dr,5,1,8,10,18.75
Croydon,2,h,S,McGrath,2017-08-12,23.0,3136,2,1,1,126.0,Maroondah,Eastern Metropolitan,11925,St,5,1,8,47,25.2
Croydon,3,h,SA,other,2017-08-12,23.0,3136,3,1,1,126.0,Maroondah,Eastern Metropolitan,11925,Rd,5,1,8,47,18.0
Croydon North,2,u,S,other,2017-08-12,23.0,3136,2,1,1,126.0,Maroondah,Eastern Metropolitan,2985,St,5,1,8,47,25.2
Croydon North,3,h,S,Jellis,2017-08-12,23.0,3136,3,2,2,128.0,Maroondah,Eastern Metropolitan,2985,Rd,5,1,8,57,16.0
Dandenong,2,u,S,Stockdale,2017-08-12,24.7,3175,2,1,1,126.0,Greater Dandenong,South-Eastern Metropolitan,10894,St,5,1,8,27,25.2
Dandenong,2,h,SP,O'Brien,2017-08-12,24.7,3175,2,1,1,126.0,Greater Dandenong,South-Eastern Metropolitan,10894,St,5,1,8,47,25.2
Deepdene,4,t,S,Fletchers,2017-08-12,7.9,3103,4,2,1,172.0,Boroondara,Southern Metropolitan,892,St,5,1,8,22,17.2
Deer Park,3,h,SP,hockingstuart,2017-08-12,14.8,3023,3,1,2,126.0,Brimbank,Western Metropolitan,6388,St,5,1,8,47,18.0
Delahey,3,h,S,YPA,2017-08-12,18.0,3037,3,2,2,106.0,Brimbank,Western Metropolitan,2898,Cl,5,1,8,27,13.25
Diamond Creek,4,h,SP,other,2017-08-12,21.8,3089,4,3,2,126.0,Nillumbik,Northern Victoria,4258,St,5,1,8,5,11.454545454545455
Diamond Creek,3,h,S,other,2017-08-12,21.8,3089,3,2,3,135.0,Nillumbik,Northern Victoria,4258,Ct,5,1,8,37,16.875
Diggers Rest,6,h,S,other,2017-08-12,27.7,3427,6,3,1,254.0,Melton,Western Metropolitan,1184,St,5,1,8,37,16.933333333333334
Dingley Village,4,h,S,Buxton,2017-08-12,22.2,3172,4,2,2,126.0,Kingston,South-Eastern Metropolitan,3940,Cl,5,1,8,47,12.6
Dingley Village,3,h,S,Buxton,2017-08-12,22.2,3172,3,1,1,126.0,Kingston,South-Eastern Metropolitan,3940,Av,5,1,8,47,18.0
Doncaster,3,h,PI,Barry,2017-08-12,12.4,3108,3,3,2,126.0,Manningham,Eastern Metropolitan,9028,Ct,5,1,8,47,14.0
Doncaster,3,u,VB,Fletchers,2017-08-12,12.4,3108,3,1,2,126.0,Manningham,Eastern Metropolitan,9028,Ct,5,1,8,47,18.0
Donvale,5,h,S,Jellis,2017-08-12,16.1,3111,5,3,3,252.0,Manningham,Eastern Metropolitan,4790,St,5,1,8,37,19.384615384615383
East Melbourne,2,u,SP,other,2017-08-12,1.3,3002,2,2,1,92.0,Melbourne,Northern Metropolitan,3040,St,5,1,8,16,15.333333333333334
Eltham,3,h,VB,other,2017-08-12,18.0,3095,3,2,1,126.0,Nillumbik,Eastern Metropolitan,6990,St,5,1,8,47,15.75
Eltham,4,h,S,Jellis,2017-08-12,18.0,3095,4,2,2,180.0,Nillumbik,Eastern Metropolitan,6990,Rd,5,1,8,37,18.0
Eltham,3,h,SA,other,2017-08-12,18.0,3095,3,1,2,126.0,Nillumbik,Eastern Metropolitan,6990,St,5,1,8,47,18.0
Eltham North,3,h,S,Fletchers,2017-08-12,18.0,3095,3,2,2,129.0,Nillumbik,Eastern Metropolitan,2346,Pl,5,1,8,37,16.125
Elwood,1,u,S,Chisholm,2017-08-12,7.2,3184,1,1,1,126.0,Port Phillip,Southern Metropolitan,8989,St,5,1,8,47,42.0
Elwood,3,t,SP,Marshall,2017-08-12,7.2,3184,3,2,2,126.0,Port Phillip,Southern Metropolitan,8989,St,5,1,8,9,15.75
Elwood,4,h,S,Marshall,2017-08-12,7.2,3184,4,2,3,174.0,Port Phillip,Southern Metropolitan,8989,St,5,1,8,117,17.4
Elwood,2,u,S,Biggin,2017-08-12,7.2,3184,2,1,1,74.0,Port Phillip,Southern Metropolitan,8989,St,5,1,8,47,14.8
Epping,4,h,SP,Barry,2017-08-12,19.6,3076,4,2,2,126.0,Whittlesea,Northern Metropolitan,10926,St,5,1,8,6,12.6
Epping,3,h,S,hockingstuart,2017-08-12,19.6,3076,3,1,0,126.0,Whittlesea,Northern Metropolitan,10926,Cr,5,1,8,47,18.0
Epping,3,h,S,hockingstuart,2017-08-12,19.6,3076,3,1,1,126.0,Whittlesea,Northern Metropolitan,10926,Ct,5,1,8,37,18.0
Epping,3,h,S,HAR,2017-08-12,19.6,3076,3,2,1,126.0,Whittlesea,Northern Metropolitan,10926,Pl,5,1,8,47,15.75
Epping,3,h,S,Love,2017-08-12,19.6,3076,3,1,2,126.0,Whittlesea,Northern Metropolitan,10926,Pde,5,1,8,47,18.0
Essendon,4,h,S,Nelson,2017-08-12,7.5,3040,4,2,3,238.0,Moonee Valley,Western Metropolitan,9264,St,5,1,8,87,23.8
Essendon,2,h,S,Nelson,2017-08-12,7.5,3040,2,1,1,126.0,Moonee Valley,Western Metropolitan,9264,St,5,1,8,47,25.2
Essendon,3,h,S,Barry,2017-08-12,7.5,3040,3,1,1,126.0,Moonee Valley,Western Metropolitan,9264,St,5,1,8,47,18.0
Essendon,5,h,PI,other,2017-08-12,7.5,3040,5,3,3,419.0,Moonee Valley,Western Metropolitan,9264,St,5,1,8,87,32.23076923076923
Essendon,4,h,S,Nelson,2017-08-12,7.5,3040,4,2,2,148.0,Moonee Valley,Western Metropolitan,9264,St,5,1,8,77,14.8
Fawkner,5,h,VB,hockingstuart,2017-08-12,13.1,3060,5,3,4,126.0,Moreland,Northern Metropolitan,5070,St,5,1,8,47,9.692307692307692
Fawkner,3,h,VB,hockingstuart,2017-08-12,13.1,3060,3,1,4,126.0,Moreland,Northern Metropolitan,5070,St,5,1,8,47,18.0
Fawkner,1,h,S,hockingstuart,2017-08-12,13.1,3060,1,1,0,126.0,Moreland,Northern Metropolitan,5070,Rd,5,1,8,47,42.0
Ferntree Gully,3,h,SP,other,2017-08-12,24.8,3156,3,1,3,126.0,Knox,Eastern Metropolitan,10788,Ct,5,1,8,47,18.0
Fitzroy,3,h,VB,Kay,2017-08-12,2.1,3065,3,3,1,126.0,Yarra,Northern Metropolitan,5825,St,5,1,8,47,14.0
Fitzroy,3,u,PI,Jellis,2017-08-12,2.1,3065,3,2,2,126.0,Yarra,Northern Metropolitan,5825,St,5,1,8,47,15.75
Fitzroy,1,u,S,Jellis,2017-08-12,2.1,3065,1,1,1,60.0,Yarra,Northern Metropolitan,5825,St,5,1,8,6,20.0
Fitzroy,4,h,VB,Nelson,2017-08-12,2.1,3065,4,4,0,126.0,Yarra,Northern Metropolitan,5825,St,5,1,8,155,10.5
Fitzroy North,3,h,S,Nelson,2017-08-12,3.6,3068,3,1,1,116.0,Yarra,Northern Metropolitan,6244,St,5,1,8,117,16.571428571428573
Fitzroy North,3,u,S,Woodards,2017-08-12,3.6,3068,3,2,1,126.0,Yarra,Northern Metropolitan,6244,St,5,1,8,47,15.75
Flemington,3,h,SP,Nelson,2017-08-12,3.4,3031,3,1,1,104.0,Moonee Valley,Northern Metropolitan,3593,St,5,1,8,117,14.857142857142858
Footscray,2,u,SP,Jas,2017-08-12,5.1,3011,2,1,1,62.0,Maribyrnong,Western Metropolitan,7570,Pde,5,1,8,2,12.4
Footscray,2,t,SA,Nelson,2017-08-12,5.1,3011,2,2,1,94.5,Maribyrnong,Western Metropolitan,7570,St,5,1,8,17,15.75
Forest Hill,1,h,SP,Ray,2017-08-12,15.4,3131,1,1,1,126.0,Whitehorse,Eastern Metropolitan,4385,Rd,5,1,8,47,42.0
Frankston,3,h,S,O'Brien,2017-08-12,38.0,3199,3,2,1,126.0,Frankston,South-Eastern Metropolitan,17055,Av,5,1,8,47,15.75
Frankston South,3,h,VB,hockingstuart,2017-08-12,38.0,3199,3,1,1,126.0,Frankston,South-Eastern Metropolitan,7566,Cr,5,1,8,49,18.0
Gisborne,3,h,S,Raine,2017-08-12,45.9,3437,3,2,4,231.0,Macedon Ranges,Northern Victoria,3376,Rd,5,1,8,29,28.875
Gladstone Park,3,h,SP,Barry,2017-08-12,12.9,3043,3,1,2,136.0,Hume,Western Metropolitan,3285,Dr,5,1,8,37,19.428571428571427
Gladstone Park,3,h,S,Barry,2017-08-12,12.9,3043,3,1,0,126.0,Hume,Western Metropolitan,3285,Dr,5,1,8,47,18.0
Glen Iris,5,h,S,Marshall,2017-08-12,7.3,3146,5,3,2,392.0,Boroondara,Southern Metropolitan,10412,Cr,5,1,8,67,30.153846153846153
Glen Iris,1,u,VB,Jellis,2017-08-12,7.3,3146,1,1,0,49.0,Stonnington,Southern Metropolitan,10412,St,5,1,8,57,16.333333333333332
Glen Iris,2,u,S,Marshall,2017-08-12,7.3,3146,2,1,1,126.0,Boroondara,Southern Metropolitan,10412,Pde,5,1,8,47,25.2
Glen Iris,3,h,S,Jellis,2017-08-12,7.3,3146,3,1,2,126.0,Boroondara,Southern Metropolitan,10412,St,5,1,8,47,18.0
Glen Iris,4,h,S,Marshall,2017-08-12,7.3,3146,4,3,2,255.0,Boroondara,Southern Metropolitan,10412,St,5,1,8,1,23.181818181818183
Glen Iris,5,h,S,Marshall,2017-08-12,7.3,3146,5,2,2,126.0,Boroondara,Southern Metropolitan,10412,St,5,1,8,47,10.5
Glen Iris,2,u,S,Marshall,2017-08-12,7.3,3146,2,1,1,87.0,Boroondara,Southern Metropolitan,10412,Rd,5,1,8,57,17.4
Glen Iris,3,h,S,Marshall,2017-08-12,7.3,3146,3,2,1,126.0,Stonnington,Southern Metropolitan,10412,St,5,1,8,47,15.75
Glen Waverley,3,h,S,Harcourts,2017-08-12,16.7,3150,3,2,1,28.0,Monash,Eastern Metropolitan,15321,Cr,5,1,8,45,3.5
Glenroy,2,u,SP,Nelson,2017-08-12,11.2,3046,2,1,2,105.0,Moreland,Northern Metropolitan,8870,Pde,5,1,8,22,21.0
Glenroy,3,h,PI,Barry,2017-08-12,11.2,3046,3,1,2,132.0,Moreland,Northern Metropolitan,8870,Av,5,1,8,57,18.857142857142858
Glenroy,2,h,S,Stockdale,2017-08-12,11.2,3046,2,1,2,126.0,Moreland,Northern Metropolitan,8870,St,5,1,8,47,25.2
Greensborough,3,h,S,Barry,2017-08-12,16.1,3088,3,1,1,95.0,Nillumbik,Northern Metropolitan,8524,Cr,5,1,8,24,13.571428571428571
Greensborough,3,h,S,Nelson,2017-08-12,16.1,3088,3,2,2,168.0,Banyule,Northern Metropolitan,8524,St,5,1,8,37,21.0
Hampton East,3,h,SA,Buxton,2017-08-12,13.8,3188,3,1,1,131.0,Bayside,Southern Metropolitan,2356,Rd,5,1,8,67,18.714285714285715
Hawthorn,2,u,SP,other,2017-08-12,5.3,3122,2,2,2,126.0,Boroondara,Southern Metropolitan,11308,Rd,5,1,8,47,21.0
Hawthorn,1,u,S,hockingstuart,2017-08-12,5.3,3122,1,1,1,47.0,Boroondara,Southern Metropolitan,11308,Rd,5,1,8,13,15.666666666666666
Hawthorn,2,h,S,Jellis,2017-08-12,5.3,3122,2,1,1,116.65,Boroondara,Southern Metropolitan,11308,St,5,1,8,127,23.330000000000002
Hawthorn,1,u,VB,Jellis,2017-08-12,5.3,3122,1,1,1,126.0,Boroondara,Southern Metropolitan,11308,St,5,1,8,47,42.0
Hawthorn,3,h,PI,Jellis,2017-08-12,5.3,3122,3,3,2,126.0,Boroondara,Southern Metropolitan,11308,Rd,5,1,8,20,14.0
Hawthorn,3,h,VB,Jellis,2017-08-12,5.3,3122,3,1,1,108.0,Boroondara,Southern Metropolitan,11308,St,5,1,8,87,15.428571428571429
Hawthorn,3,h,S,Jellis,2017-08-12,5.3,3122,3,2,2,165.0,Boroondara,Southern Metropolitan,11308,Gr,5,1,8,27,20.625
Hawthorn,3,h,S,Marshall,2017-08-12,5.3,3122,3,2,2,139.0,Boroondara,Southern Metropolitan,11308,Gr,5,1,8,42,17.375
Hawthorn East,1,u,SP,Noel,2017-08-12,6.2,3123,1,1,1,52.0,Boroondara,Southern Metropolitan,6482,St,5,1,8,57,17.333333333333332
Hawthorn East,2,u,S,Jellis,2017-08-12,6.2,3123,2,1,1,126.0,Boroondara,Southern Metropolitan,6482,Gr,5,1,8,47,25.2
Hawthorn East,1,u,VB,Jellis,2017-08-12,6.2,3123,1,1,1,126.0,Boroondara,Southern Metropolitan,6482,St,5,1,8,47,42.0
Hawthorn East,3,h,VB,Jellis,2017-08-12,6.2,3123,3,1,3,126.0,Boroondara,Southern Metropolitan,6482,Rd,5,1,8,47,18.0
Heathmont,4,h,S,Fletchers,2017-08-12,21.3,3135,4,2,0,126.0,Maroondah,Eastern Metropolitan,3794,Ct,5,1,8,47,12.6
Heathmont,3,h,S,Philip,2017-08-12,21.3,3135,3,1,1,126.0,Maroondah,Eastern Metropolitan,3794,St,5,1,8,56,18.0
Heathmont,3,h,S,Ray,2017-08-12,21.3,3135,3,2,2,144.0,Maroondah,Eastern Metropolitan,3794,Cr,5,1,8,52,18.0
Heidelberg,2,u,VB,other,2017-08-12,8.9,3084,2,1,0,68.0,Banyule,Eastern Metropolitan,2890,St,5,1,8,19,13.6
Heidelberg,3,h,S,Miles,2017-08-12,8.9,3084,3,1,0,126.0,Banyule,Eastern Metropolitan,2890,St,5,1,8,47,18.0
Heidelberg Heights,2,h,PI,Barry,2017-08-12,8.8,3081,2,1,0,126.0,Banyule,Eastern Metropolitan,2947,St,5,1,8,47,25.2
Heidelberg Heights,3,h,S,Barry,2017-08-12,8.8,3081,3,1,0,126.0,Banyule,Eastern Metropolitan,2947,St,5,1,8,47,18.0
Heidelberg Heights,4,h,PI,Fletchers,2017-08-12,8.8,3081,4,2,4,120.0,Banyule,Eastern Metropolitan,2947,St,5,1,8,87,12.0
Heidelberg Heights,3,u,VB,Miles,2017-08-12,8.8,3081,3,1,1,126.0,Banyule,Eastern Metropolitan,2947,St,5,1,8,47,18.0
Heidelberg Heights,3,h,PI,Nelson,2017-08-12,8.8,3081,3,1,1,126.0,Banyule,Eastern Metropolitan,2947,Rd,5,1,8,47,18.0
Heidelberg Heights,3,h,S,Ray,2017-08-12,8.8,3081,3,1,3,126.0,Banyule,Eastern Metropolitan,2947,Rd,5,1,8,77,18.0
Heidelberg West,2,u,S,hockingstuart,2017-08-12,8.8,3081,2,1,1,126.0,Banyule,Eastern Metropolitan,2674,Rd,5,1,8,47,25.2
Highett,3,h,S,Greg,2017-08-12,16.0,3190,3,1,2,126.0,Kingston,Southern Metropolitan,4794,St,5,1,8,47,18.0
Highett,2,u,S,Hodges,2017-08-12,16.0,3190,2,1,1,126.0,Bayside,Southern Metropolitan,4794,St,5,1,8,47,25.2
Hillside,4,h,SP,YPA,2017-08-12,18.0,3037,4,2,2,174.0,Melton,Western Metropolitan,5556,Dr,5,1,8,15,17.4
Hoppers Crossing,4,h,S,Barry,2017-08-12,18.4,3029,4,2,2,126.0,Wyndham,Western Metropolitan,13830,Pl,5,1,8,47,12.6
Hoppers Crossing,3,h,S,hockingstuart,2017-08-12,18.4,3029,3,1,1,126.0,Wyndham,Western Metropolitan,13830,Rd,5,1,8,47,18.0
Hughesdale,4,h,VB,Barry,2017-08-12,12.3,3166,4,2,1,170.0,Monash,Southern Metropolitan,3145,St,5,1,8,117,17.0
Hurstbridge,5,h,S,other,2017-08-12,26.1,3099,5,2,2,225.0,Nillumbik,Northern Victoria,1345,Av,5,1,8,32,18.75
Ivanhoe,2,h,S,Fletchers,2017-08-12,7.8,3079,2,1,0,126.0,Banyule,Eastern Metropolitan,5549,Rd,5,1,8,47,25.2
Ivanhoe,3,h,VB,Nelson,2017-08-12,7.8,3079,3,1,2,126.0,Banyule,Eastern Metropolitan,5549,St,5,1,8,47,18.0
Jacana,3,h,SP,other,2017-08-12,14.0,3047,3,1,2,94.0,Hume,Northern Metropolitan,851,Cr,5,1,8,67,13.428571428571429
Keilor East,4,t,S,Nelson,2017-08-12,11.7,3033,4,2,2,126.0,Moonee Valley,Western Metropolitan,5629,Av,5,1,8,47,12.6
Keilor East,3,h,S,Barry,2017-08-12,11.7,3033,3,1,1,126.0,Moonee Valley,Western Metropolitan,5629,Rd,5,1,8,47,18.0
Keilor East,3,t,SP,Nelson,2017-08-12,11.7,3033,3,1,1,126.0,Moonee Valley,Western Metropolitan,5629,Av,5,1,8,47,18.0
Kensington,3,h,SP,Nelson,2017-08-12,3.4,3031,3,2,2,122.0,Melbourne,Northern Metropolitan,5263,Rd,5,1,8,77,15.25
Kew,5,h,S,Marshall,2017-08-12,5.4,3101,5,2,2,126.0,Boroondara,Southern Metropolitan,10331,Av,5,1,8,47,10.5
Kew,3,h,PI,Marshall,2017-08-12,5.4,3101,3,1,2,115.0,Boroondara,Southern Metropolitan,10331,St,5,1,8,57,16.428571428571427
Kew,2,u,S,Marshall,2017-08-12,5.4,3101,2,1,1,126.0,Boroondara,Southern Metropolitan,10331,St,5,1,8,47,25.2
Kew,3,t,S,Nelson,2017-08-12,5.4,3101,3,2,1,114.0,Boroondara,Southern Metropolitan,10331,Rd,5,1,8,40,14.25
Kew,7,h,S,Marshall,2017-08-12,5.4,3101,7,4,2,126.0,Boroondara,Southern Metropolitan,10331,St,5,1,8,47,7.0
Kew,4,h,S,Marshall,2017-08-12,5.4,3101,4,2,3,126.0,Boroondara,Southern Metropolitan,10331,Av,5,1,8,47,12.6
